ID,date,sender,sender.carrier,receiver,receiver.carrier,length.call
3530,10,353.145.3797,3,681.469.7160,1,28
3531,10,353.145.3797,3,353.145.9453,3,17
3532,10,353.145.3797,3,353.145.4306,3,40
3533,10,353.145.1968,3,681.469.7087,1,34
3534,10,353.145.1968,3,353.145.5686,3,47
3535,10,353.145.1968,3,353.145.4306,3,23
3536,10,353.145.1968,3,681.469.7576,1,20
3537,10,353.145.1968,3,353.145.5686,3,21
3538,10,353.145.1669,3,681.469.9722,1,21
3539,10,353.145.1669,3,353.145.3797,3,1
3540,10,353.145.1669,3,353.145.3797,3,28
3541,10,353.145.1669,3,353.145.9242,3,25
3542,10,353.145.1669,3,940.386.4189,2,26
3543,10,353.145.1669,3,353.145.2037,3,1
3544,10,353.145.1669,3,940.386.7033,2,28
3545,10,353.145.8454,3,353.145.1669,3,1
3546,10,353.145.8454,3,353.145.9453,3,19
3547,10,353.145.8454,3,681.469.6415,1,37
3548,10,353.145.8454,3,681.469.1390,1,1
3549,10,353.145.8454,3,353.145.1968,3,36
3550,10,353.145.8454,3,681.469.4720,1,18
3551,10,353.145.8454,3,940.386.5914,2,27
3552,10,353.145.8454,3,940.386.1402,2,1
3553,10,353.145.8454,3,940.386.5860,2,27
3554,10,353.145.4306,3,353.145.8454,3,29
3555,10,353.145.4306,3,681.469.6415,1,24
3556,10,353.145.4306,3,681.469.9378,1,20
3557,10,353.145.4306,3,681.469.9722,1,17
3558,10,353.145.4306,3,681.469.9722,1,1
3559,10,353.145.2037,3,681.469.7188,1,18
3560,10,353.145.2037,3,353.145.9029,3,21
3561,10,353.145.2037,3,353.145.9453,3,35
3562,10,353.145.2037,3,681.469.3347,1,26
3563,10,353.145.2037,3,681.469.4840,1,34
3564,10,353.145.2037,3,353.145.8454,3,29
3565,10,353.145.2037,3,353.145.1669,3,27
3566,10,353.145.2037,3,681.469.5704,1,1
3567,10,353.145.8175,3,353.145.4306,3,30
3568,10,353.145.8175,3,681.469.4840,1,22
3569,10,353.145.8175,3,353.145.3797,3,15
3570,10,353.145.8175,3,353.145.7916,3,32
3571,10,353.145.9029,3,353.145.4761,3,22
3572,10,353.145.9029,3,681.469.9951,1,16
3573,10,353.145.9029,3,353.145.2037,3,24
3574,10,353.145.9029,3,681.469.2926,1,28
3575,10,353.145.9029,3,681.469.7576,1,1
3576,10,353.145.9029,3,353.145.4306,3,23
3577,10,353.145.4644,3,353.145.5686,3,20
3578,10,353.145.4644,3,681.469.2926,1,30
3579,10,353.145.4644,3,681.469.1081,1,1
3580,10,353.145.4644,3,940.386.7033,2,36
3581,10,353.145.4644,3,353.145.3797,3,1
3582,10,353.145.4644,3,940.386.4189,2,21
3583,10,353.145.4644,3,940.386.1402,2,26
3584,10,353.145.7916,3,681.469.7576,1,27
3585,10,353.145.7916,3,940.386.5860,2,1
3586,10,353.145.7916,3,940.386.7033,2,31
3587,10,353.145.9066,3,681.469.2049,1,22
3588,10,353.145.9066,3,681.469.3347,1,16
3589,10,353.145.9066,3,681.469.9336,1,26
3590,10,353.145.9066,3,940.386.7033,2,14
3591,10,353.145.9066,3,353.145.1968,3,1
3592,10,353.145.9066,3,940.386.7033,2,21
3593,10,353.145.9066,3,681.469.2049,1,1
3594,10,353.145.9066,3,940.386.5860,2,18
3595,10,353.145.4769,3,353.145.3797,3,1
3596,10,353.145.4769,3,681.469.7576,1,34
3597,10,353.145.4769,3,681.469.7527,1,1
3598,10,353.145.4769,3,353.145.9474,3,34
3599,10,353.145.4769,3,353.145.1968,3,25
3600,10,353.145.4769,3,681.469.9378,1,1
3601,11,681.469.9336,1,353.145.3797,3,16
3602,11,681.469.9336,1,353.145.7916,3,22
3603,11,681.469.9336,1,681.469.6415,1,21
3604,11,681.469.9336,1,681.469.2926,1,25
3605,11,681.469.9336,1,681.469.5012,1,19
3606,11,681.469.5599,1,681.469.4840,1,1
3607,11,681.469.5599,1,353.145.9029,3,1
3608,11,681.469.5599,1,681.469.9951,1,24
3609,11,681.469.5599,1,681.469.2926,1,1
3610,11,681.469.5599,1,353.145.1968,3,1
3611,11,681.469.5599,1,940.386.4189,2,37
3612,11,681.469.5599,1,681.469.2049,1,16
3613,11,681.469.7188,1,353.145.4306,3,20
3614,11,681.469.7188,1,681.469.5012,1,25
3615,11,681.469.7188,1,353.145.2037,3,26
3616,11,681.469.7188,1,353.145.1669,3,27
3617,11,681.469.3347,1,353.145.8406,3,1
3618,11,681.469.3347,1,681.469.7576,1,1
3619,11,681.469.3347,1,353.145.4769,3,20
3620,11,681.469.3347,1,353.145.4644,3,28
3621,11,681.469.4720,1,681.469.1366,1,17
3622,11,681.469.5102,1,681.469.7087,1,22
3623,11,681.469.5102,1,353.145.1968,3,25
3624,11,681.469.5102,1,353.145.3797,3,1
3625,11,681.469.5102,1,940.386.1085,2,21
3626,11,681.469.5102,1,940.386.5914,2,13
3627,11,681.469.5102,1,353.145.8175,3,32
3628,11,681.469.5102,1,681.469.7087,1,27
3629,11,681.469.5102,1,940.386.5860,2,28
3630,11,681.469.5102,1,353.145.8406,3,28
3631,11,681.469.6415,1,353.145.1968,3,1
3632,11,681.469.6415,1,681.469.1081,1,16
3633,11,681.469.6415,1,681.469.4593,1,16
3634,11,681.469.2555,1,681.469.6415,1,27
3635,11,681.469.2555,1,681.469.1366,1,22
3636,11,681.469.2555,1,940.386.2494,2,1
3637,11,681.469.2555,1,940.386.5914,2,31
3638,11,681.469.2555,1,681.469.1366,1,18
3639,11,681.469.2555,1,681.469.3347,1,23
3640,11,681.469.2555,1,681.469.3347,1,19
3641,11,681.469.2555,1,353.145.8454,3,1
3642,11,681.469.2555,1,940.386.2494,2,33
3643,11,681.469.2555,1,940.386.7868,2,24
3644,11,681.469.3054,1,353.145.9474,3,1
3645,11,681.469.3054,1,940.386.5914,2,1
3646,11,681.469.3054,1,353.145.9474,3,20
3647,11,681.469.3054,1,940.386.7868,2,1
3648,11,681.469.4593,1,353.145.9029,3,20
3649,11,681.469.4593,1,940.386.5914,2,1
3650,11,681.469.4593,1,681.469.3054,1,27
3651,11,681.469.4593,1,940.386.2494,2,33
3652,11,681.469.4593,1,940.386.4189,2,29
3653,11,681.469.4593,1,353.145.1669,3,1
3654,11,681.469.4593,1,681.469.2555,1,26
3655,11,681.469.2049,1,681.469.2926,1,1
3656,11,681.469.2049,1,681.469.5012,1,29
3657,11,681.469.2049,1,353.145.4644,3,18
3658,11,681.469.2049,1,353.145.8406,3,1
3659,11,681.469.2049,1,681.469.7188,1,26
3660,11,681.469.2049,1,940.386.2494,2,27
3661,11,681.469.7877,1,681.469.5102,1,1
3662,11,681.469.7877,1,353.145.1669,3,26
3663,11,681.469.7877,1,681.469.7576,1,1
3664,11,681.469.7877,1,353.145.9474,3,1
3665,11,681.469.7877,1,940.386.7868,2,1
3666,11,681.469.7877,1,353.145.8406,3,19
3667,11,681.469.1366,1,681.469.9722,1,1
3668,11,681.469.1366,1,681.469.4720,1,31
3669,11,681.469.1366,1,940.386.5860,2,29
3670,11,681.469.1366,1,353.145.9453,3,23
3671,11,681.469.1366,1,681.469.2049,1,18
3672,11,681.469.1366,1,681.469.9951,1,21
3673,11,681.469.1366,1,940.386.2494,2,1
3674,11,681.469.1366,1,681.469.7160,1,1
3675,11,681.469.2663,1,940.386.7868,2,34
3676,11,681.469.2663,1,353.145.8454,3,27
3677,11,681.469.2663,1,681.469.9951,1,21
3678,11,681.469.2663,1,353.145.9029,3,1
3679,11,681.469.4840,1,940.386.1085,2,1
3680,11,681.469.4840,1,681.469.4593,1,26
3681,11,681.469.4840,1,681.469.9951,1,1
3682,11,681.469.4840,1,940.386.5914,2,37
3683,11,681.469.4840,1,681.469.1390,1,30
3684,11,681.469.4840,1,681.469.9336,1,16
3685,11,681.469.1081,1,940.386.1402,2,30
3686,11,681.469.1081,1,353.145.4761,3,37
3687,11,681.469.1081,1,353.145.2037,3,1
3688,11,681.469.7527,1,681.469.1081,1,20
3689,11,681.469.7527,1,353.145.9474,3,28
3690,11,681.469.7527,1,681.469.7576,1,32
3691,11,681.469.7527,1,681.469.7576,1,1
3692,11,681.469.7527,1,940.386.5914,2,38
3693,11,681.469.7527,1,353.145.8406,3,1
3694,11,681.469.7527,1,353.145.8175,3,1
3695,11,681.469.7527,1,681.469.9336,1,27
3696,11,681.469.1390,1,940.386.7868,2,20
3697,11,681.469.1390,1,681.469.5012,1,27
3698,11,681.469.1390,1,681.469.2555,1,18
3699,11,681.469.5704,1,681.469.3347,1,21
3700,11,681.469.5704,1,681.469.7527,1,1
3701,11,681.469.5704,1,353.145.8454,3,34
3702,11,681.469.5704,1,681.469.2049,1,35
3703,11,681.469.9378,1,353.145.9029,3,1
3704,11,681.469.9378,1,681.469.1390,1,25
3705,11,681.469.9378,1,681.469.1366,1,26
3706,11,681.469.9378,1,681.469.7188,1,1
3707,11,681.469.9378,1,353.145.9453,3,18
3708,11,681.469.9378,1,940.386.5860,2,29
3709,11,681.469.9378,1,940.386.1402,2,28
3710,11,681.469.9378,1,681.469.5102,1,33
3711,11,681.469.9378,1,681.469.4720,1,23
3712,11,681.469.9378,1,681.469.4720,1,21
3713,11,681.469.2926,1,681.469.4840,1,35
3714,11,681.469.2926,1,353.145.4306,3,34
3715,11,681.469.2926,1,353.145.1669,3,1
3716,11,681.469.2926,1,940.386.7868,2,26
3717,11,681.469.2926,1,353.145.4761,3,26
3718,11,681.469.2926,1,681.469.4593,1,21
3719,11,681.469.9951,1,681.469.7160,1,18
3720,11,681.469.9951,1,353.145.9453,3,1
3721,11,681.469.5012,1,681.469.7527,1,16
3722,11,681.469.5012,1,353.145.1669,3,32
3723,11,681.469.5012,1,681.469.9951,1,1
3724,11,681.469.5012,1,681.469.1081,1,21
3725,11,681.469.5012,1,353.145.4644,3,24
3726,11,681.469.5012,1,681.469.9336,1,24
3727,11,681.469.5012,1,681.469.1081,1,1
3728,11,681.469.5012,1,681.469.7576,1,1
3729,11,681.469.3534,1,681.469.9951,1,30
3730,11,681.469.3534,1,353.145.9453,3,16
3731,11,681.469.3534,1,353.145.9453,3,21
3732,11,681.469.3534,1,353.145.3797,3,16
3733,11,681.469.3534,1,940.386.7868,2,13
3734,11,681.469.3534,1,940.386.5860,2,25
3735,11,681.469.3534,1,353.145.4644,3,24
3736,11,681.469.9722,1,353.145.1968,3,26
3737,11,681.469.9722,1,353.145.1968,3,1
3738,11,681.469.9722,1,681.469.9336,1,27
3739,11,681.469.9722,1,940.386.1402,2,28
3740,11,681.469.9722,1,681.469.7087,1,20
3741,11,681.469.9722,1,681.469.1408,1,30
3742,11,681.469.9722,1,681.469.1081,1,24
3743,11,681.469.9722,1,940.386.7868,2,18
3744,11,681.469.7087,1,681.469.2555,1,1
3745,11,681.469.7087,1,940.386.7033,2,21
3746,11,681.469.7087,1,353.145.1968,3,27
3747,11,681.469.7087,1,681.469.8025,1,23
3748,11,681.469.7087,1,940.386.1402,2,18
3749,11,681.469.7087,1,353.145.9029,3,23
3750,11,681.469.8025,1,681.469.1366,1,21
3751,11,681.469.8025,1,353.145.9242,3,19
3752,11,681.469.8025,1,353.145.8454,3,21
3753,11,681.469.8025,1,353.145.5686,3,1
3754,11,681.469.8025,1,681.469.9336,1,19
3755,11,681.469.7576,1,353.145.1968,3,33
3756,11,681.469.7576,1,353.145.9029,3,32
3757,11,681.469.7576,1,940.386.7868,2,24
3758,11,681.469.7576,1,681.469.1390,1,22
3759,11,681.469.1408,1,681.469.3054,1,1
3760,11,681.469.1408,1,940.386.6876,2,1
3761,11,681.469.1408,1,353.145.4306,3,1
3762,11,681.469.1408,1,940.386.5914,2,1
3763,11,681.469.1408,1,353.145.1968,3,12
3764,11,681.469.7160,1,681.469.5012,1,32
3765,11,681.469.7160,1,681.469.3347,1,19
3766,11,681.469.7160,1,940.386.5860,2,32
3767,11,681.469.7160,1,681.469.4593,1,17
3768,11,681.469.7160,1,681.469.7576,1,23
3769,11,681.469.7160,1,940.386.4189,2,23
3770,11,940.386.7033,2,681.469.9378,1,29
3771,11,940.386.7033,2,353.145.1968,3,16
3772,11,940.386.7033,2,681.469.7576,1,1
3773,11,940.386.7033,2,681.469.5012,1,30
3774,11,940.386.7033,2,353.145.7916,3,28
3775,11,940.386.7033,2,353.145.9242,3,20
3776,11,940.386.7033,2,353.145.4644,3,29
3777,11,940.386.7033,2,353.145.7916,3,24
3778,11,940.386.5914,2,681.469.7576,1,15
3779,11,940.386.5914,2,940.386.5860,2,17
3780,11,940.386.5914,2,681.469.1366,1,24
3781,11,940.386.5914,2,940.386.7033,2,32
3782,11,940.386.5914,2,940.386.7033,2,29
3783,11,940.386.5914,2,353.145.9453,3,1
3784,11,940.386.5914,2,681.469.2049,1,14
3785,11,940.386.5914,2,681.469.3347,1,15
3786,11,940.386.5914,2,681.469.9722,1,21
3787,11,940.386.7868,2,681.469.1366,1,1
3788,11,940.386.7868,2,681.469.9951,1,22
3789,11,940.386.7868,2,681.469.7877,1,28
3790,11,940.386.7868,2,353.145.4761,3,1
3791,11,940.386.7868,2,353.145.8175,3,19
3792,11,940.386.1085,2,353.145.9029,3,21
3793,11,940.386.1085,2,940.386.7033,2,21
3794,11,940.386.1085,2,681.469.1081,1,34
3795,11,940.386.2494,2,681.469.7188,1,24
3796,11,940.386.2494,2,940.386.4189,2,14
3797,11,940.386.2494,2,353.145.1968,3,24
3798,11,940.386.2494,2,353.145.1968,3,1
3799,11,940.386.2494,2,940.386.5914,2,20
3800,11,940.386.6607,2,681.469.4840,1,27
3801,11,940.386.6607,2,940.386.5914,2,18
3802,11,940.386.6607,2,353.145.4761,3,1
3803,11,940.386.6607,2,681.469.9378,1,15
3804,11,940.386.6607,2,681.469.4840,1,1
3805,11,940.386.6607,2,353.145.4761,3,1
3806,11,940.386.6607,2,681.469.2663,1,26
3807,11,940.386.6607,2,940.386.7033,2,30
3808,11,940.386.6607,2,353.145.1968,3,20
3809,11,940.386.6876,2,353.145.9242,3,1
3810,11,940.386.6876,2,681.469.5012,1,24
3811,11,940.386.6876,2,353.145.9474,3,29
3812,11,940.386.6876,2,940.386.4189,2,17
3813,11,940.386.6876,2,681.469.9722,1,24
3814,11,940.386.6876,2,681.469.5704,1,18
3815,11,940.386.4189,2,681.469.2049,1,24
3816,11,940.386.4189,2,681.469.5012,1,31
3817,11,940.386.4189,2,940.386.7868,2,37
3818,11,940.386.4189,2,681.469.5704,1,16
3819,11,940.386.4189,2,681.469.9722,1,26
3820,11,940.386.4189,2,940.386.7033,2,1
3821,11,940.386.4189,2,353.145.8454,3,1
3822,11,940.386.4189,2,681.469.1081,1,17
3823,11,940.386.1402,2,681.469.7576,1,19
3824,11,940.386.1402,2,940.386.7033,2,24
3825,11,940.386.5860,2,681.469.2663,1,1
3826,11,940.386.5860,2,353.145.1968,3,1
3827,11,940.386.5860,2,353.145.9242,3,23
3828,11,940.386.5860,2,353.145.1968,3,23
3829,11,940.386.5860,2,681.469.7188,1,1
3830,11,940.386.5860,2,353.145.1968,3,22
3831,11,940.386.5860,2,353.145.9242,3,27
3832,11,940.386.5860,2,353.145.2037,3,28
3833,11,940.386.5860,2,681.469.1081,1,42
3834,11,353.145.5686,3,940.386.7868,2,1
3835,11,353.145.5686,3,681.469.7087,1,22
3836,11,353.145.5686,3,353.145.1968,3,16
3837,11,353.145.5686,3,681.469.9378,1,20
3838,11,353.145.4761,3,353.145.3797,3,26
3839,11,353.145.4761,3,353.145.8406,3,21
3840,11,353.145.4761,3,681.469.9722,1,24
3841,11,353.145.4761,3,353.145.2037,3,30
3842,11,353.145.4761,3,681.469.9951,1,29
3843,11,353.145.4761,3,353.145.2037,3,1
3844,11,353.145.9453,3,940.386.1402,2,21
3845,11,353.145.9453,3,940.386.4189,2,24
3846,11,353.145.9453,3,681.469.2049,1,23
3847,11,353.145.9453,3,353.145.1968,3,1
3848,11,353.145.9453,3,681.469.2555,1,1
3849,11,353.145.9453,3,681.469.4840,1,42
3850,11,353.145.9453,3,940.386.5914,2,26
3851,11,353.145.9453,3,353.145.8454,3,26
3852,11,353.145.9453,3,681.469.9722,1,1
3853,11,353.145.9453,3,681.469.7527,1,1
3854,11,353.145.6110,3,353.145.9029,3,30
3855,11,353.145.6110,3,353.145.8454,3,23
3856,11,353.145.6110,3,940.386.7033,2,1
3857,11,353.145.8406,3,353.145.9029,3,22
3858,11,353.145.8406,3,681.469.9722,1,26
3859,11,353.145.8406,3,681.469.7576,1,23
3860,11,353.145.9474,3,681.469.5704,1,1
3861,11,353.145.9474,3,681.469.9722,1,29
3862,11,353.145.9474,3,940.386.5860,2,1
3863,11,353.145.9474,3,681.469.7087,1,1
3864,11,353.145.9474,3,353.145.4644,3,1
3865,11,353.145.9474,3,681.469.5102,1,19
3866,11,353.145.9474,3,681.469.2926,1,26
3867,11,353.145.9242,3,353.145.3797,3,17
3868,11,353.145.9242,3,681.469.7527,1,1
3869,11,353.145.9242,3,681.469.9378,1,1
3870,11,353.145.9242,3,681.469.4840,1,1
3871,11,353.145.9242,3,940.386.5914,2,22
3872,11,353.145.9242,3,353.145.4761,3,31
3873,11,353.145.9242,3,353.145.8406,3,26
3874,11,353.145.9242,3,681.469.9722,1,24
3875,11,353.145.9242,3,353.145.8406,3,24
3876,11,353.145.1303,3,353.145.9453,3,23
3877,11,353.145.1303,3,353.145.3797,3,25
3878,11,353.145.1303,3,681.469.1081,1,1
3879,11,353.145.1303,3,681.469.7527,1,20
3880,11,353.145.3797,3,940.386.6876,2,17
3881,11,353.145.3797,3,681.469.5599,1,24
3882,11,353.145.3797,3,681.469.6415,1,40
3883,11,353.145.3797,3,940.386.5914,2,29
3884,11,353.145.3797,3,353.145.4644,3,17
3885,11,353.145.3797,3,353.145.9242,3,28
3886,11,353.145.3797,3,681.469.2555,1,26
3887,11,353.145.3797,3,681.469.6415,1,14
3888,11,353.145.3797,3,681.469.2555,1,27
3889,11,353.145.1968,3,940.386.5860,2,26
3890,11,353.145.1968,3,940.386.7033,2,1
3891,11,353.145.1968,3,940.386.1402,2,24
3892,11,353.145.1968,3,681.469.9378,1,45
3893,11,353.145.1968,3,353.145.4306,3,25
3894,11,353.145.1968,3,353.145.8454,3,19
3895,11,353.145.1968,3,353.145.1669,3,21
3896,11,353.145.1669,3,940.386.4189,2,29
3897,11,353.145.1669,3,940.386.7868,2,21
3898,11,353.145.1669,3,353.145.2037,3,25
3899,11,353.145.1669,3,940.386.1402,2,31
3900,11,353.145.1669,3,681.469.5012,1,23
3901,11,353.145.1669,3,681.469.9722,1,25
3902,11,353.145.1669,3,353.145.9029,3,17
3903,11,353.145.1669,3,353.145.3797,3,1
3904,11,353.145.8454,3,940.386.7033,2,54
3905,11,353.145.8454,3,353.145.7916,3,21
3906,11,353.145.8454,3,681.469.2555,1,25
3907,11,353.145.8454,3,940.386.7033,2,22
3908,11,353.145.4306,3,681.469.2926,1,30
3909,11,353.145.4306,3,681.469.9722,1,22
3910,11,353.145.4306,3,681.469.2926,1,27
3911,11,353.145.4306,3,681.469.7527,1,26
3912,11,353.145.4306,3,681.469.7087,1,33
3913,11,353.145.2037,3,681.469.9722,1,1
3914,11,353.145.2037,3,681.469.7087,1,27
3915,11,353.145.2037,3,940.386.6876,2,1
3916,11,353.145.2037,3,940.386.4189,2,30
3917,11,353.145.2037,3,940.386.5914,2,18
3918,11,353.145.2037,3,681.469.7087,1,17
3919,11,353.145.2037,3,353.145.1669,3,24
3920,11,353.145.8175,3,353.145.2037,3,27
3921,11,353.145.8175,3,681.469.1081,1,26
3922,11,353.145.8175,3,353.145.9453,3,27
3923,11,353.145.8175,3,681.469.1366,1,42
3924,11,353.145.8175,3,353.145.9453,3,17
3925,11,353.145.8175,3,681.469.6415,1,15
3926,11,353.145.8175,3,353.145.9029,3,18
3927,11,353.145.8175,3,353.145.3797,3,1
3928,11,353.145.9029,3,940.386.7868,2,15
3929,11,353.145.9029,3,940.386.6876,2,28
3930,11,353.145.9029,3,681.469.9722,1,1
3931,11,353.145.9029,3,681.469.7576,1,16
3932,11,353.145.9029,3,940.386.6876,2,27
3933,11,353.145.9029,3,353.145.1968,3,33
3934,11,353.145.9029,3,681.469.9722,1,34
3935,11,353.145.9029,3,681.469.3347,1,27
3936,11,353.145.9029,3,681.469.9951,1,21
3937,11,353.145.9029,3,940.386.5914,2,1
3938,11,353.145.4644,3,681.469.9722,1,17
3939,11,353.145.4644,3,681.469.9336,1,22
3940,11,353.145.4644,3,353.145.9029,3,27
3941,11,353.145.4644,3,681.469.4593,1,28
3942,11,353.145.4644,3,940.386.5914,2,1
3943,11,353.145.4644,3,940.386.5914,2,34
3944,11,353.145.7916,3,681.469.1081,1,26
3945,11,353.145.7916,3,681.469.5102,1,33
3946,11,353.145.7916,3,940.386.1402,2,31
3947,11,353.145.7916,3,353.145.8454,3,29
3948,11,353.145.9066,3,681.469.9336,1,26
3949,11,353.145.9066,3,681.469.7160,1,1
3950,11,353.145.9066,3,940.386.4189,2,1
3951,11,353.145.4769,3,353.145.9029,3,26
3952,11,353.145.4769,3,353.145.1669,3,34
3953,12,681.469.9336,1,940.386.1402,2,30
3954,12,681.469.9336,1,353.145.1669,3,28
3955,12,681.469.9336,1,940.386.4189,2,29
3956,12,681.469.9336,1,353.145.4769,3,17
3957,12,681.469.9336,1,940.386.5914,2,1
3958,12,681.469.9336,1,353.145.9474,3,22
3959,12,681.469.9336,1,353.145.9242,3,1
3960,12,681.469.5599,1,681.469.1390,1,29
3961,12,681.469.5599,1,681.469.2926,1,20
3962,12,681.469.5599,1,681.469.4840,1,20
3963,12,681.469.7188,1,681.469.7527,1,16
3964,12,681.469.7188,1,353.145.3797,3,11
3965,12,681.469.7188,1,681.469.5102,1,1
3966,12,681.469.7188,1,353.145.9029,3,19
3967,12,681.469.7188,1,681.469.5704,1,16
3968,12,681.469.3347,1,353.145.4761,3,25
3969,12,681.469.3347,1,681.469.9951,1,39
3970,12,681.469.3347,1,681.469.7087,1,21
3971,12,681.469.3347,1,940.386.5914,2,16
3972,12,681.469.3347,1,353.145.1669,3,27
3973,12,681.469.3347,1,681.469.5704,1,18
3974,12,681.469.3347,1,940.386.1402,2,15
3975,12,681.469.4720,1,681.469.5102,1,27
3976,12,681.469.4720,1,353.145.8454,3,1
3977,12,681.469.4720,1,353.145.5686,3,22
3978,12,681.469.4720,1,681.469.2049,1,28
3979,12,681.469.4720,1,681.469.2555,1,35
3980,12,681.469.4720,1,681.469.7188,1,14
3981,12,681.469.4720,1,681.469.9722,1,28
3982,12,681.469.4720,1,681.469.2926,1,1
3983,12,681.469.4720,1,353.145.1968,3,18
3984,12,681.469.4720,1,681.469.9951,1,1
3985,12,681.469.4720,1,681.469.1081,1,38
3986,12,681.469.5102,1,940.386.5860,2,1
3987,12,681.469.5102,1,681.469.1081,1,19
3988,12,681.469.5102,1,940.386.5860,2,19
3989,12,681.469.5102,1,353.145.3797,3,22
3990,12,681.469.6415,1,940.386.7868,2,26
3991,12,681.469.6415,1,353.145.1968,3,42
3992,12,681.469.6415,1,681.469.5704,1,25
3993,12,681.469.6415,1,940.386.1402,2,1
3994,12,681.469.2555,1,681.469.2049,1,18
3995,12,681.469.2555,1,353.145.4306,3,1
3996,12,681.469.2555,1,353.145.9029,3,1
3997,12,681.469.2555,1,681.469.9336,1,27
3998,12,681.469.2555,1,353.145.9029,3,23
3999,12,681.469.2555,1,353.145.1968,3,1
4000,12,681.469.2555,1,353.145.8454,3,1
4001,12,681.469.2555,1,681.469.3347,1,26
4002,12,681.469.2555,1,681.469.7576,1,18
4003,12,681.469.2555,1,353.145.7916,3,22
4004,12,681.469.3054,1,353.145.9474,3,32
4005,12,681.469.3054,1,681.469.1390,1,1
4006,12,681.469.3054,1,681.469.9951,1,28
4007,12,681.469.3054,1,681.469.2663,1,24
4008,12,681.469.3054,1,353.145.9453,3,22
4009,12,681.469.3054,1,353.145.9474,3,22
4010,12,681.469.3054,1,681.469.1408,1,24
4011,12,681.469.3054,1,353.145.2037,3,30
4012,12,681.469.3054,1,353.145.4761,3,17
4013,12,681.469.3054,1,681.469.3347,1,29
4014,12,681.469.4593,1,353.145.5686,3,28
4015,12,681.469.4593,1,681.469.5012,1,36
4016,12,681.469.4593,1,681.469.7087,1,1
4017,12,681.469.4593,1,353.145.7916,3,23
4018,12,681.469.4593,1,353.145.7916,3,20
4019,12,681.469.4593,1,353.145.4644,3,26
4020,12,681.469.4593,1,353.145.9474,3,23
4021,12,681.469.2049,1,940.386.4189,2,30
4022,12,681.469.2049,1,353.145.4761,3,23
4023,12,681.469.2049,1,940.386.6876,2,1
4024,12,681.469.2049,1,681.469.2555,1,32
4025,12,681.469.2049,1,940.386.4189,2,14
4026,12,681.469.2049,1,681.469.9951,1,1
4027,12,681.469.2049,1,940.386.5914,2,28
4028,12,681.469.2049,1,940.386.2494,2,26
4029,12,681.469.7877,1,353.145.4306,3,24
4030,12,681.469.7877,1,353.145.1669,3,1
4031,12,681.469.7877,1,681.469.4720,1,17
4032,12,681.469.7877,1,681.469.7576,1,18
4033,12,681.469.1366,1,681.469.5704,1,24
4034,12,681.469.1366,1,681.469.1081,1,26
4035,12,681.469.1366,1,681.469.9951,1,28
4036,12,681.469.1366,1,681.469.7188,1,38
4037,12,681.469.2663,1,353.145.7916,3,21
4038,12,681.469.2663,1,681.469.1390,1,27
4039,12,681.469.2663,1,353.145.8175,3,24
4040,12,681.469.2663,1,681.469.7576,1,21
4041,12,681.469.4840,1,681.469.7576,1,31
4042,12,681.469.4840,1,681.469.7576,1,1
4043,12,681.469.1081,1,353.145.8406,3,1
4044,12,681.469.1081,1,940.386.6876,2,23
4045,12,681.469.7527,1,681.469.5102,1,22
4046,12,681.469.7527,1,353.145.4644,3,28
4047,12,681.469.7527,1,353.145.9029,3,19
4048,12,681.469.7527,1,353.145.4306,3,1
4049,12,681.469.7527,1,353.145.2037,3,20
4050,12,681.469.1390,1,681.469.2663,1,24
4051,12,681.469.1390,1,353.145.4644,3,22
4052,12,681.469.1390,1,940.386.4189,2,20
4053,12,681.469.1390,1,681.469.9951,1,30
4054,12,681.469.1390,1,940.386.1402,2,33
4055,12,681.469.1390,1,940.386.1402,2,14
4056,12,681.469.5704,1,681.469.9378,1,30
4057,12,681.469.5704,1,353.145.8454,3,1
4058,12,681.469.5704,1,681.469.7527,1,1
4059,12,681.469.5704,1,681.469.4593,1,23
4060,12,681.469.9378,1,681.469.9951,1,30
4061,12,681.469.9378,1,940.386.5914,2,27
4062,12,681.469.9378,1,353.145.1968,3,36
4063,12,681.469.9378,1,353.145.1968,3,1
4064,12,681.469.9378,1,681.469.2663,1,30
4065,12,681.469.2926,1,940.386.2494,2,17
4066,12,681.469.2926,1,353.145.9474,3,26
4067,12,681.469.2926,1,681.469.4720,1,28
4068,12,681.469.2926,1,681.469.9951,1,29
4069,12,681.469.2926,1,353.145.3797,3,17
4070,12,681.469.2926,1,940.386.7033,2,26
4071,12,681.469.2926,1,353.145.9474,3,20
4072,12,681.469.9951,1,681.469.4840,1,23
4073,12,681.469.9951,1,681.469.7087,1,27
4074,12,681.469.9951,1,353.145.9242,3,22
4075,12,681.469.9951,1,681.469.7188,1,26
4076,12,681.469.5012,1,681.469.1081,1,23
4077,12,681.469.5012,1,681.469.9722,1,20
4078,12,681.469.5012,1,940.386.4189,2,22
4079,12,681.469.5012,1,353.145.9029,3,24
4080,12,681.469.5012,1,681.469.2663,1,1
4081,12,681.469.5012,1,940.386.4189,2,28
4082,12,681.469.5012,1,681.469.5102,1,22
4083,12,681.469.3534,1,353.145.3797,3,1
4084,12,681.469.3534,1,681.469.5704,1,23
4085,12,681.469.3534,1,681.469.2663,1,20
4086,12,681.469.3534,1,940.386.1402,2,28
4087,12,681.469.3534,1,353.145.1669,3,13
